Sentence	TokenOrder	Token	NER_Tag	pos
1874	8	orqali	O	II
1874	9	MEAS	B-NUMERIC	NER
1874	10	(	O	PUNCT
1874	11	o‘lchov	O	N
1874	12	birligi	O	N
1874	13	)	O	PUNCT
1874	14	sifatida	O	N
1874	15	IgG	B-NUMERIC	N
1874	16	indeksini	O	N
1874	17	standartlashtirdi	O	VB
1874	18	.	O	PUNCT
1875	1	Toyota	B-ORG	NER
1875	2	kompaniyasi	O	N
1875	3	tomonidan	O	II
1875	4	ishlab	O	VB
1875	5	chiqilgan	O	VB
1875	6	Mirai	B-MISC	N
1875	7	Hydrogen	I-MISC	N
1875	8	2025	B-TEMPORAL	N
1875	9	modeli	O	N
1875	10	350	B-NUMERIC	NUM
1875	11	bar	I-NUMERIC	N
1875	12	bosimdagi	O	N
1875	13	vodorod	O	N
1875	14	bilan	O	II
1875	15	ishlaydi	O	VB
1875	16	.	O	PUNCT
1876	1	Dr.	B-MISC	NER
1876	2	Anthony	B-PER	NER
1876	3	Fauci	I-PER	NER
1876	4	boshchiligidagi	O	N
1876	5	jamoa	O	N
1876	6	NIH	B-ORG	NER
1876	7	Medical	I-ORG	NER
1876	8	Journal	I-ORG	NER
1876	9	2024	B-TEMPORAL	NER
1876	10	sonida	I-TEMPORAL	NER
1876	11	Zika	B-MISC	NER
1876	12	virusi	I-MISC	N
1876	13	ustida	O	RR
1876	14	olib	O	VB
1876	15	borilgan	O	VB
1876	16	tadqiqotni	O	N
1876	17	e’lon	O	VB
1876	18	qildi	O	VB
1876	19	.	O	PUNCT
1877	1	Netflix	B-ORG	NER
1877	2	platformasida	B-MISC	N
1877	3	chiqarilgan	O	VB
1877	4	“	O	PUNCT
1877	5	Digital	B-WORK	NER
1877	6	Divide	I-WORK	NER
1877	7	”	O	PUNCT
1877	8	nomli	O	JJ
1877	9	5	B-NUMERIC	NUM
1877	10	qismli	I-NUMERIC	JJ
1877	11	serial	B-WORK	JJ
1877	12	Emmy	B-MISC	NER
1877	13	Awards	I-MISC	NER
1877	14	2024ga	B-TEMPORAL	N
1877	15	nomzod	O	N
1877	16	bo‘ldi	O	VB
1877	17	.	O	PUNCT
1878	1	Tesla	B-ORG	NER
1878	2	tomonidan	O	II
1878	3	taqdim	O	VB
1878	4	etilgan	O	VB
1878	5	Model	B-MISC	N
1878	6	Y	I-MISC	NER
1878	7	2025	B-TEMPORAL	NER
1878	8	Performance	B-MISC	NER
1878	9	versiyasi	I-MISC	NER
1878	10	620	B-NUMERIC	NER
1878	11	km	I-NUMERIC	NER
1878	12	yurish	O	N
1878	13	masofasiga	O	N
1878	14	ega	O	JJ
1878	15	.	O	PUNCT
1879	1	Toshkentdagi	B-LOC	NER
1879	2	Aloqa	B-ORG	NER
1879	3	tarix	I-ORG	N
1879	4	muzeyida	I-ORG	N
1879	5	o‘tkazilgan	O	VB
1879	6	""""	O	PUNCT
1879	7	Coding	B-MISC	NER
1879	8	Through	I-MISC	NER
1879	9	History	I-MISC	NER
1879	10	""""	O	PUNCT
1879	11	ko‘rgazmasi	B-MISC	N
1879	12	keng	O	JJ
1879	13	jamoatchilikni	O	N
1879	14	jalb	O	VB
1879	15	etdi	O	VB
1879	16	.	O	PUNCT
1880	1	Apple	B-ORG	NER
1880	2	kompaniyasi	O	N
1880	3	2024-yil	B-TEMPORAL	N
1880	4	WWDC	B-MISC	NER
1880	5	tadbirida	I-MISC	NER
1880	6	iOS	B-MISC	NER
1880	7	18	I-MISC	NUM
1880	8	Beta	I-MISC	NUM
1880	9	2	I-MISC	NUM
1880	10	versiyasini	I-MISC	N
1880	11	ishlab	O	VB
1880	12	chiquvchilar	O	VB
1880	13	uchun	O	II
1880	14	taqdim	O	VB
1880	15	etdi	O	VB
1880	16	.	O	PUNCT
1881	1	World	B-ORG	NER
1881	2	Bank	I-ORG	NER
1881	3	tomonidan	O	II
1881	4	moliyalashtirilgan	O	VB
1881	5	Digital	B-WORK	NER
1881	6	Economy	I-WORK	NER
1881	7	Development	I-WORK	NER
1881	8	Project	I-WORK	NER
1881	9	15	B-NUMERIC	NUM
1881	10	ta	I-NUMERIC	NUM
1881	11	ishtirokchi	O	N
1881	12	davlatni	O	N
1881	13	qamrab	O	VB
1881	14	oladi	O	VB
1881	15	.	O	PUNCT
1882	1	O‘zbekiston	B-LOC	NER
1882	2	Respublikasi	I-LOC	NER
1882	3	Mehnat	B-MISC	N
1882	4	kodeksi	I-MISC	N
1882	5	yangilangan	O	VB
1882	6	“	O	PUNCT
1882	7	LOW-2024/QM-17	B-MISC	NER
1882	8	”	O	PUNCT
1882	9	raqamli	O	JJ
1882	10	fayl	B-WORK	N
1882	11	ko‘rinishida	I-WORK	VB
1882	12	nashr	O	VB
1882	13	qilindi	O	VB
1882	14	.	O	PUNCT
1883	1	GitHub	B-ORG	N
1883	2	Copilot	B-MISC	NER
1883	3	Chat	I-MISC	NER
1883	4	Enterprise	I-MISC	NER
1883	5	versiyasi	I-MISC	N
1883	6	March	B-TEMPORAL	N
1883	7	Update_2024.pdf	B-WORK	N
1883	8	hujjatiga	I-WORK	N
1883	9	asoslangan	O	VB
1883	10	yangi	O	JJ
1883	11	imkoniyatlarni	O	N
1883	12	qo‘shdi	O	VB
1883	13	.	O	PUNCT
1884	1	BBC	B-ORG	NER
1884	2	Health	I-ORG	NER
1884	3	2024-yil	B-TEMPORAL	NER
1884	4	10-yanvar	I-TEMPORAL	NER
1884	5	kuni	I-TEMPORAL	NER
1884	6	soat	O	NER
1884	7	19:00da	B-TEMPORAL	NER
1884	8	“	O	PUNCT
1884	9	Heart	B-WORK	NER
1884	10	Tech	I-WORK	NER
1884	11	Revolution	I-WORK	NER
1884	12	”	O	PUNCT
1884	13	sarlavhali	O	JJ
1884	14	hujjatli	O	JJ
1884	15	filmni	B-WORK	N
1884	16	namoyish	O	VB
1884	17	qiladi	O	VB
1884	18	.	O	PUNCT
1885	1	Google	B-ORG	NER
1885	2	Cloud	I-ORG	NER
1885	3	xizmatlari	O	N
1885	4	orqali	O	II
1885	5	o‘tkazilgan	O	VB
1885	6	BigQuery	B-MISC	N
1885	7	AI	I-MISC	NER
1885	8	Workshop	I-MISC	NER
1885	9	2024-yil	B-TEMPORAL	NER
1885	10	mart	I-TEMPORAL	NER
1885	11	oyida	I-TEMPORAL	N
1885	12	onlayn	O	JJ
1885	13	tarzda	O	N
1885	14	tashkil	O	VB
1885	15	etildi	O	VB
1885	16	.	O	PUNCT
1886	1	MIT	B-ORG	NER
1886	2	Sloan	I-ORG	NER
1886	3	School	I-ORG	NER
1886	4	of	I-ORG	NER
1886	5	Management	I-ORG	NER
1886	6	o‘qituvchilari	O	N
1886	7	tomonidan	O	II
1886	8	ishlab	O	VB
1886	9	chiqilgan	O	VB
1886	10	FinTech_2024_workbook.xlsx	B-WORK	N
1886	11	fayli	I-WORK	N
1886	12	ochiq	O	JJ
1886	13	manbada	O	N
1886	14	mavjud	O	N
1886	15	.	O	PUNCT
1887	1	Spotify	B-MISC	N
1887	2	foydalanuvchilari	O	VB
1887	3	uchun	O	II
1887	4	“	O	PUNCT
1887	5	Wrapped	B-MISC	NER
1887	6	for	I-MISC	NER
1887	7	Teams	I-MISC	NER
1887	8	”	O	PUNCT
1887	9	funksiyasi	O	N
1887	10	Premium	B-MISC	N
1887	11	Plus	I-MISC	N
1887	12	foydalanuvchilari	O	VB
1887	13	uchun	O	II
1887	14	ishga	O	IB
1887	15	tushirildi	O	IB
1887	16	.	O	PUNCT
1888	1	Harvard	B-ORG	NER
1888	2	Medical	I-ORG	NER
1888	3	Review	I-ORG	NER
1888	4	jurnalida	O	N
1888	5	chop	O	VB
1888	6	etilgan	O	VB
1888	7	maqolada	O	N
1888	8	Alzheimer	B-MISC	NER
1888	9	ERD-421	I-MISC	NER
1888	10	protein	I-MISC	N
1888	11	terapiyasi	O	N
1888	12	samaradorligi	O	N
1888	13	muhokama	O	VB
1888	14	qilindi	O	VB
1888	15	.	O	PUNCT
1889	1	Adobe	B-ORG	NER
1889	2	Illustrator	B-MISC	NER
1889	3	2024	B-TEMPORAL	NER
1889	4	v28.1	B-MISC	NER
1889	5	da	O	NER
1889	6	VectorTrace+	B-MISC	NER
1889	7	plaginining	I-MISC	NER
1889	8	AI	I-MISC	NER
1889	9	Shape	I-MISC	NER
1889	10	Detection	I-MISC	NER
1889	11	funksiyasi	O	N
1889	12	faollashtirildi	O	VB
1889	13	.	O	PUNCT
1890	1	UNICEF	B-ORG	N
1890	2	hisobotiga	O	N
1890	3	ko‘ra	O	II
1890	4	,	O	PUNCT
1890	5	Norin	B-LOC	NER
1890	6	tumani	I-LOC	N
1890	7	,	O	PUNCT
1890	8	Namangan	B-LOC	NER
1890	9	viloyatida	I-LOC	NER
1890	10	2023-yilda	B-TEMPORAL	NER
1890	11	15	B-NUMERIC	NER
1890	12	%	I-NUMERIC	NER
1890	13	ko‘proq	O	RR
1890	14	bolalar	O	N
1890	15	o‘qishga	O	N
1890	16	jalb	O	VB
1890	17	qilingan	O	VB
1890	18	.	O	PUNCT
1891	1	iPhone	B-MISC	NER
1891	2	16	I-MISC	NER
1891	3	Pro	I-MISC	NER
1891	4	Max	I-MISC	NER
1891	5	modeli	O	N
1891	6	A18	B-MISC	NER
1891	7	Bionic	I-MISC	NER
1891	8	chipi	B-MISC	N
1891	9	va	O	C
1891	10	2TB	B-NUMERIC	NER
1891	11	xotira	O	N
1891	12	bilan	O	II
1891	13	2024-yil	B-TEMPORAL	N
1891	14	sentabr	I-TEMPORAL	N
1891	15	oyida	I-TEMPORAL	N
1891	16	taqdim	O	VB
1891	17	etilishi	O	VB
1891	18	kutilmoqda	O	VB
1891	19	.	O	PUNCT
1892	1	Amazon	B-ORG	NER
1892	2	tomonidan	O	II
1892	3	ishlab	O	VB
1892	4	chiqilgan	O	VB
1892	5	Q-Assistant	B-MISC	NER
1892	6	App	I-MISC	NER
1892	7	ilovasi	O	N
1892	8	React	B-ORG	NER
1892	9	Native	I-ORG	NER
1892	10	asosida	O	N
1892	11	tuzilgan	O	VB
1892	12	bo‘lib	O	VB
1892	13	,	O	PUNCT
1892	14	AI	B-MISC	JJ
1892	15	chat	I-MISC	N
1892	16	integratsiyasiga	O	N
1892	17	ega	O	VB
1892	18	.	O	PUNCT
1893	1	European	B-ORG	NER
1893	2	Court	I-ORG	NER
1893	3	of	I-ORG	NER
1893	4	Human	I-ORG	NER
1893	5	Rights	I-ORG	NER
1893	6	2024-yil	B-TEMPORAL	NER
1893	7	4-martdagi	I-TEMPORAL	NER
1893	8	qarorida	O	N
1893	9	“	O	PUNCT
1893	10	Freedom	B-WORK	NER
1893	11	of	I-WORK	NER
1893	12	Digital	I-WORK	NER
1893	13	Expression	I-WORK	NER
1893	14	”	O	PUNCT
1893	15	ishini	O	N
1893	16	ko‘rib	O	VB
1893	17	chiqdi	O	VB
1893	18	.	O	PUNCT
1894	1	World	B-ORG	NER
1894	2	Health	I-ORG	NER
1894	3	Assembly	B-MISC	NER
1894	4	2024	B-TEMPORAL	NER
1894	5	doirasida	O	N
1894	6	Climate	B-MISC	NER
1894	7	&	I-MISC	NER
1894	8	Epidemics	I-MISC	NER
1894	9	Panel	I-MISC	NER
1894	10	sessiyasi	O	NER
1894	11	Geneva	B-LOC	NER
1894	12	shahrida	I-LOC	N
1894	13	o‘tkazildi	O	VB
1894	14	.	O	PUNCT
1895	1	OpenAI	B-ORG	NER
1895	2	tomonidan	O	II
1895	3	ishlab	O	VB
1895	4	chiqilgan	O	VB
1895	5	Codex	B-MISC	NER
1895	6	Turbo	I-MISC	NER
1895	7	2.0	I-MISC	NER
1895	8	modeli	O	NER
1895	9	Python	B-ORG	NER
1895	10	2025-12-03 00:00:00	B-MISC	NER
1895	11	versiyasida	I-MISC	NER
1895	12	20	B-NUMERIC	NER
1895	13	%	I-NUMERIC	NER
1895	14	kamroq	O	RR
1895	15	vaqt	O	N
1895	16	bilan	O	II
1895	17	ishlaydi	O	VB
1895	18	.	O	PUNCT
1896	1	Dr.	B-MISC	NER
1896	2	Leyla	B-PER	NER
1896	3	Karimova	I-PER	NER
1896	4	tomonidan	O	II
1896	5	yaratilgan	O	VB
1896	6	NeuroTalk	B-MISC	N
1896	7	App	I-MISC	NER
1896	8	ilovasi	O	N
1896	9	BrainTech	B-MISC	VB
1896	10	Expo	I-MISC	NER
1896	11	2024	B-TEMPORAL	NER
1896	12	ko‘rgazmasida	B-MISC	N
1896	13	birinchi	O	NUM
1896	14	marta	O	N
1896	15	taqdim	O	VB
1896	16	etildi	O	VB
1896	17	.	O	PUNCT
1897	1	ITU	B-ORG	NER
1897	2	Telecom	I-ORG	NER
1897	3	World	B-MISC	NER
1897	4	anjumanida	I-MISC	N
1897	5	UzDigitalNet	B-ORG	N
1897	6	kompaniyasi	O	N
1897	7	Quantum	B-WORK	NER
1897	8	Secure	I-WORK	NER
1897	9	Fiber	I-WORK	NER
1897	10	Project	I-WORK	NER
1897	11	loyihasi	O	N
1897	12	bo‘yicha	O	II
1897	13	ma’lumot	O	N
1897	14	berdi	O	VB
1897	15	.	O	PUNCT
1898	1	O‘zbekiston	B-LOC	NER
1898	2	Respublikasi	I-LOC	NER
1898	3	Bandlik	B-ORG	NER
1898	4	vazirligi	I-ORG	NER
1898	5	2024-yil	B-TEMPORAL	N
1898	6	1-iyulda	I-TEMPORAL	N
1898	7	yangi	O	JJ
1898	8	ISHDA_QO‘LLANMA_2024.pdf	B-WORK	N
1898	9	hujjatini	O	N
1898	10	e’lon	O	VB
1898	11	qiladi	O	VB
1898	12	.	O	PUNCT
1899	1	Netflix	B-ORG	NER
1899	2	platformasida	B-MISC	N
1899	3	chiqadigan	O	VB
1899	4	“	O	PUNCT
1899	5	The	B-WORK	NER
1899	6	Silent	I-WORK	NER
1899	7	Algorithm	I-WORK	NER
1899	8	”	O	PUNCT
1899	9	seriali	B-WORK	N
1899	10	AI	B-MISC	NER
1899	11	ethics	I-MISC	NER
1899	12	mavzusida	O	N
1899	13	6	B-NUMERIC	NUM
1899	14	qismdan	I-NUMERIC	N
1899	15	iborat	O	MD
1899	16	.	O	PUNCT
1900	1	Hyundai	B-ORG	NER
1900	2	Ioniq	B-MISC	NER
1900	3	7X	I-MISC	NER
1900	4	modelining	O	NER
1900	5	Asia	B-MISC	NER
1900	6	Special	I-MISC	NER
1900	7	Edition	I-MISC	NER
1900	8	versiyasi	I-MISC	N
1900	9	Shanxay	B-LOC	NER
1900	10	avtomobil	O	N
1900	11	ko‘rgazmasida	B-MISC	N
1900	12	ommaga	O	N
1900	13	taqdim	O	VB
1900	14	etildi	O	VB
1900	15	.	O	PUNCT
1901	1	“	O	PUNCT
1901	2	Yosh	B-MISC	JJ
1901	3	Dasturchilar	I-MISC	N
1901	4	Olimpiadasi	I-MISC	N
1901	5	2024	B-TEMPORAL	NER
1901	6	”	O	PUNCT
1901	7	tadbirida	O	N
1901	8	Class	B-MISC	N
1901	9	B	I-MISC	JJ
1901	10	sinf	I-MISC	N
1901	11	o‘quvchilari	O	N
1901	12	25	B-NUMERIC	NUM
1901	13	ta	I-NUMERIC	NUM
1901	14	maktabdan	O	N
1901	15	ishtirok	O	VB
1901	16	etdi	O	VB
1901	17	.	O	PUNCT
1902	1	MIT	B-ORG	NER
1902	2	CSAIL	I-ORG	NER
1902	3	laboratoriyasi	O	NER
1902	4	Multi-Modal	B-WORK	NER
1902	5	Memory	I-WORK	NER
1902	6	Retrieval	I-WORK	NER
1902	7	loyihasini	O	N
1902	8	MemoryAI_v1.4.3	B-MISC	N
1902	9	versiyasida	I-MISC	N
1902	10	sinovdan	O	N
1902	11	o‘tkazmoqda	O	VB
1902	12	.	O	PUNCT
1903	1	DocuTrack	B-MISC	N
1903	2	App	I-MISC	NER
1903	3	foydalanuvchilari	O	N
1903	4	law_report_uzb_2023.docx	B-WORK	N
1903	5	hujjatini	O	N
1903	6	avtomatik	O	JJ
1903	7	kontekst	B-MISC	N
1903	8	tahlili	I-MISC	N
1903	9	bilan	O	II
1903	10	ishlay	O	VB
1903	11	olishadi	O	VB
1903	12	.	O	PUNCT
1904	1	UNESCO	B-ORG	NER
1904	2	World	B-MISC	NER
1904	3	Heritage	I-MISC	NER
1904	4	Summit	I-MISC	NER
1904	5	2024	B-TEMPORAL	NER
1904	6	davomida	O	II
1904	7	Samarqand	B-LOC	NER
1904	8	shahri	I-LOC	N
1904	9	“	O	PUNCT
1904	10	Silk	B-WORK	N
1904	11	Road	I-WORK	N
1904	12	Digital	I-WORK	NER
1904	13	Museum	I-WORK	NER
1904	14	”	O	PUNCT
1904	15	loyihasiga	O	N
1904	16	kiritildi	O	VB
1904	17	.	O	PUNCT
1905	1	OpenAI	B-ORG	NER
1905	2	Research	I-ORG	NER
1905	3	Department	I-ORG	NER
1905	4	“	O	PUNCT
1905	5	Data	B-WORK	NER
1905	6	Poisoning	I-WORK	NER
1905	7	in	I-WORK	NER
1905	8	LLMs	I-WORK	NER
1905	9	”	O	PUNCT
1905	10	mavzusida	O	N
1905	11	July_Whitepaper_2024.pdf	B-WORK	N
1905	12	hujjatini	O	N
1905	13	chop	O	VB
1905	14	etdi	O	VB
1905	15	.	O	PUNCT
1906	1	“	O	PUNCT
1906	2	Hayot	B-MISC	N
1906	3	va	I-MISC	C
1906	4	San’at	I-MISC	N
1906	5	”	O	PUNCT
1906	6	nomli	O	JJ
1906	7	ko‘rgazmada	B-MISC	N
1906	8	Muqimiy	B-LOC	NER
1906	9	teatrining	I-LOC	N
1906	10	arxiv	O	N
1906	11	fonogrammalari	O	N
1906	12	FLAC	B-WORK	N
1906	13	formatida	I-WORK	N
1906	14	namoyish	O	VB
1906	15	etildi	O	VB
1906	16	.	O	PUNCT
1907	1	TikTok	B-MISC	N
1907	2	Health	I-MISC	NER
1907	3	Creators	I-MISC	NER
1907	4	platformasida	O	N
1907	5	“	O	PUNCT
1907	6	Mental	B-WORK	NER
1907	7	Health	I-WORK	NER
1907	8	First	I-WORK	NER
1907	9	Kit	I-WORK	NER
1907	10	”	O	PUNCT
1907	11	sarlavhali	O	JJ
1907	12	media	B-ORG	N
1907	13	loyihasi	O	N
1907	14	WHO	B-ORG	NER
1907	15	Youth	I-ORG	NER
1907	16	Division	I-ORG	NER
1907	17	tomonidan	O	II
1907	18	qo‘llab-quvvatlandi	O	VB
1907	19	.	O	PUNCT
1908	1	Tesla	B-ORG	NER
1908	2	Energy	I-ORG	NER
1908	3	Storage	I-ORG	NER
1908	4	Pack	B-MISC	NER
1908	5	S3	I-MISC	NER
1908	6	modeli	O	N
1908	7	12	B-NUMERIC	NUM
1908	8	kWh	I-NUMERIC	NUM
1908	9	sig‘im	O	N
1908	10	,	O	PUNCT
1908	11	0.9	B-NUMERIC	N
1908	12	m³	I-NUMERIC	N
1908	13	hajm	O	N
1908	14	va	O	C
1908	15	IP67	B-NUMERIC	NER
1908	16	himoya	O	N
1908	17	darajasiga	O	N
1908	18	ega	O	VB
1908	19	.	O	PUNCT
1909	1	Data.gov.uz	B-ORG	N
1909	2	portaliga	O	N
1909	3	joylangan	O	VB
1909	4	E-Tijorat_Statistika_2023.csv	B-WORK	N
1909	5	fayli	O	N
1909	6	9	B-NUMERIC	N
1909	7	sohada	O	N
1909	8	onlayn	O	JJ
1909	9	savdoning	O	N
1909	10	o‘sishini	O	VB
1909	11	ko‘rsatadi	O	VB
1909	12	.	O	PUNCT
1910	1	Jahon	B-ORG	N
1910	2	banki	I-ORG	N
1910	3	bilan	O	II
1910	4	hamkorlikda	O	N
1910	5	ishlab	O	VB
1910	6	chiqilgan	O	VB
1910	7	MicroFinTech	B-ORG	N
1910	8	Lab	I-ORG	N
1910	9	2024	B-TEMPORAL	N
1910	10	loyihasi	O	N
1910	11	30	B-MONEY	NUM
1910	12	milliard	I-MONEY	NUM
1910	13	so‘mlik	I-MONEY	N
1910	14	fonddan	O	N
1910	15	moliyalashtiriladi	O	VB
1910	16	.	O	PUNCT
1911	1	LinkedIn	B-ORG	N
1911	2	Business	I-ORG	NER
1911	3	Academy	I-ORG	NER
1911	4	tomonidan	O	II
1911	5	o‘tkazilgan	O	VB
1911	6	“	O	PUNCT
1911	7	Leadership	B-WORK	N
1911	8	in	I-WORK	N
1911	9	AI	I-WORK	NER
1911	10	Era	I-WORK	NER
1911	11	”	O	PUNCT
1911	12	kursi	O	N
1911	13	6	B-NUMERIC	NUM
1911	14	hafta	I-NUMERIC	N
1911	15	davom	O	VB
1911	16	etadi	O	VB
1911	17	va	O	C
1911	18	CERT_ID_LEA24	B-WORK	NER
1911	19	sertifikatini	I-WORK	N
1911	20	beradi	O	VB
1911	21	.	O	PUNCT
1912	1	BMT	B-ORG	NER
1912	2	Tinchlik	I-ORG	NER
1912	3	Tadqiqot	I-ORG	NER
1912	4	Instituti	I-ORG	NER
1912	5	tomonidan	O	II
1912	6	tayyorlangan	O	VB
1912	7	“	O	PUNCT
1912	8	Digital	B-WORK	NER
1912	9	Conflict	I-WORK	NER
1912	10	Mapping	I-WORK	NER
1912	11	2024	I-WORK	NER
1912	12	”	O	PUNCT
1912	13	nomli	O	JJ
1912	14	maqola	O	N
1912	15	DOI:	B-WORK	NER
1912	16	10.1234/digmap24	I-WORK	NER
1912	17	orqali	O	II
1912	18	indekslangan	O	VB
1912	19	.	O	PUNCT
1913	1	Adobe	B-ORG	NER
1913	2	Firefly	B-MISC	NER
1913	3	for	I-MISC	NER
1913	4	Video	I-MISC	NER
1913	5	v2.3	B-MISC	N
1913	6	yordamida	O	II
1913	7	60	B-NUMERIC	NER
1913	8	fps	I-NUMERIC	NER
1913	9	HDR	I-NUMERIC	NER
1913	10	kliplar	O	N
1913	11	avtomatik	O	JJ
1913	12	generatsiya	O	N
1913	13	qilinmoqda	O	VB
1913	14	.	O	PUNCT
1914	1	Apple	B-ORG	NER
1914	2	2024-yil	B-TEMPORAL	NER
1914	3	Worldwide	B-MISC	NER
1914	4	Developer	I-MISC	NER
1914	5	Scholarship	I-MISC	NER
1914	6	dasturiga	O	N
1914	7	200	B-NUMERIC	NUM
1914	8	nafar	I-NUMERIC	NUM
1914	9	A	B-MISC	N
1914	10	sinf	I-MISC	N
1914	11	talabani	O	N
1914	12	saralab	O	VB
1914	13	olishini	O	VB
1914	14	ma’lum	O	VB
1914	15	qildi	O	VB
1914	16	.	O	PUNCT
1915	1	Jeneva	B-LOC	NER
1915	2	Global	B-MISC	NER
1915	3	Health	I-MISC	NER
1915	4	Forum	I-MISC	NER
1915	5	2024	B-TEMPORAL	NER
1915	6	doirasida	O	N
1915	7	MERS-CoV	B-MISC	N
1915	8	kasalligi	I-MISC	N
1915	9	bo‘yicha	O	II
1915	10	yangi	O	JJ
1915	11	RapidScan	B-MISC	N
1915	12	BioKit	I-MISC	N
1915	13	test	O	N
1915	14	vositasi	O	N
1915	15	sinovdan	O	N
1915	16	o‘tkazilmoqda	O	VB
1915	17	.	O	PUNCT
1916	1	Dr.	B-MISC	NER
1916	2	Jamila	B-PER	NER
1916	3	Nazarova	I-PER	NER
1916	4	tomonidan	O	II
1916	5	yaratilgan	O	VB
1916	6	SleepBalance	B-MISC	N
1916	7	App	I-MISC	NER
1916	8	ilovasi	O	N
1916	9	Stanford	B-ORG	NER
1916	10	Digital	B-MISC	NER
1916	11	Health	I-MISC	NER
1916	12	Forum	I-MISC	NER
1916	13	2024da	B-TEMPORAL	NER
1916	14	""""	O	PUNCT
1916	15	Eng	O	JJ
1916	16	innovatsion	O	JJ
1916	17	yechim	O	N
1916	18	""""	O	PUNCT
1916	19	deb	O	II
1916	20	topildi	O	VB
1916	21	.	O	PUNCT
1917	1	Shveysariya	B-LOC	NER
1917	2	Federal	B-ORG	NER
1917	3	Sog‘liqni	I-ORG	NER
1917	4	Saqlash	I-ORG	NER
1917	5	Instituti	I-ORG	NER
1917	6	tomonidan	O	II
1917	7	2024-yil	B-TEMPORAL	NER
1917	8	mart	I-TEMPORAL	NER
1917	9	oyida	I-TEMPORAL	N
1917	10	tasdiqlangan	O	VB
1917	11	LAW_127-Q/2024	B-MISC	NER
1917	12	qonun	I-MISC	N
1917	13	,	O	PUNCT
1917	14	sun’iy	O	JJ
1917	15	intellekt	B-MISC	N
1917	16	diagnostikasi	I-MISC	N
1917	17	uchun	O	II
1917	18	yangi	O	JJ
1917	19	me’yorlarni	O	N
1917	20	belgilaydi	O	VB
1917	21	.	O	PUNCT
1918	1	Kecha	O	NER
1918	2	YouTube	B-ORG	NER
1918	3	Health	B-MISC	NER
1918	4	Channel	I-MISC	NER
1918	5	sahifasida	O	N
1918	6	joylangan	O	VB
1918	7	“	O	PUNCT
1918	8	AI	B-WORK	NER
1918	9	vs	I-WORK	NER
1918	10	Human	I-WORK	NER
1918	11	Doctor	I-WORK	NER
1918	12	”	O	PUNCT
1918	13	sarlavhali	O	JJ
1918	14	video	O	N
1918	15	2	B-NUMERIC	NUM
1918	16	milliondan	I-NUMERIC	NUM
1918	17	ortiq	O	JJ
1918	18	ko‘rildi	O	VB
1918	19	.	O	PUNCT
1919	1	Toyota	B-ORG	NER
1919	2	Land	B-MISC	NER
1919	3	Cruiser	I-MISC	NER
1919	4	EV	I-MISC	NER
1919	5	Concept	I-MISC	NER
1919	6	2025	B-TEMPORAL	NER
1919	7	modelining	O	NER
1919	8	PHEV	B-MISC	NER
1919	9	varianti	O	N
1919	10	Tokyo	B-LOC	NER
1919	11	Auto	B-MISC	NER
1919	12	Showda	I-MISC	NER
1919	13	taqdim	O	VB
1919	14	qilinishi	O	VB
1919	15	kutilmoqda	O	VB
1919	16	.	O	PUNCT
1920	1	“	O	PUNCT
1920	2	Tarixda	B-MISC	N
1920	3	texnologiya	I-MISC	N
1920	4	izlari	I-MISC	N
1920	5	”	O	PUNCT
1920	6	nomli	O	JJ
1920	7	interaktiv	O	JJ
1920	8	ko‘rgazma	B-MISC	N
1920	9	O‘zbekiston	B-LOC	NER
1920	10	Tarix	B-ORG	NER
1920	11	muzeyida	I-ORG	N
1920	12	2024-yil	B-TEMPORAL	N
1920	13	15-apreldan	I-TEMPORAL	N
1920	14	5-maygacha	I-TEMPORAL	VB
1920	15	davom	O	VB
1920	16	etadi	O	VB
1920	17	.	O	PUNCT
1921	1	Ilmiy	O	JJ
1921	2	maqolaga	O	N
1921	3	ko‘ra	O	II
1921	4	,	O	PUNCT
1921	5	AlfaSync	B-MISC	N
1921	6	Brain	I-MISC	NER
1921	7	Model	I-MISC	NER
1921	8	80.3	B-NUMERIC	NER
1921	9	%	I-NUMERIC	NER
1921	10	aniqlik	O	N
1921	11	bilan	O	II
1921	12	Parkinson	B-MISC	NER
1921	13	kasalligini	I-MISC	N
1921	14	dastlabki	O	RR
1921	15	bosqichda	O	N
1921	16	bashorat	O	VB
1921	17	qilmoqda	O	VB
1921	18	.	O	PUNCT
1922	1	“	O	PUNCT
1922	2	ChatGPTni	B-MISC	JJ
1922	3	ta’limda	O	N
1922	4	ishlatish	O	VB
1922	5	”	O	PUNCT
1922	6	mavzusidagi	O	N
1922	7	CERT_EDU_A2024.pdf	B-WORK	N
1922	8	hujjat	O	N
1922	9	Ta’lim	B-ORG	N
1922	10	Innovatsiyalari	I-ORG	NER
1922	11	Instituti	I-ORG	NER
1922	12	saytida	O	N
1922	13	ochiq	O	JJ
1922	14	joylashtirilgan	O	VB
1922	15	.	O	PUNCT
1923	1	Farg‘ona	B-LOC	NER
1923	2	Politexnika	B-ORG	NER
1923	3	Instituti	I-ORG	NER
1923	4	talabalari	O	N
1923	5	uchun	O	II
1923	6	yangi	O	JJ
1923	7	“	O	PUNCT
1923	8	AI	B-MISC	NER
1923	9	in	I-MISC	NER
1923	10	Engineering	I-MISC	NER
1923	11	”	O	PUNCT
1923	12	yo‘nalishi	O	N
