Sentence	Word	BIOES-Tag	English-version (translation)	
Sentence 1043	oshirish	O	increase	
Sentence 1043	loyihasini	O	the project	
Sentence 1043	taqdim	O	present	
Sentence 1043	etdi	O	did	
Sentence 1044	Buxoro	S-LOC	Bukhara	
Sentence 1044	viloyati	B-PER	province	
Sentence 1044	hokimi	E-PER	governor	
Sentence 1044	Urganch	S-LOC	Urganch	
Sentence 1044	kelajagi	O	the future	
Sentence 1044	tadbirini	O	the event	
Sentence 1044	tashkil	O	organize	
Sentence 1044	qildi	O	did	
Sentence 1045	Toshkent	S-LOC	Tashkent	
Sentence 1045	viloyati	B-PER	province	
Sentence 1045	hokimi	E-PER	governor	
Sentence 1045	Suv	O	Water	
Sentence 1045	ombori	O	warehouse	
Sentence 1045	qurilishini	O	construction	
Sentence 1045	boshqarmoqda	O	is managing	
Sentence 1046	Prezident	S-PER	President	
Sentence 1046	Shavkat	B-PER	Shaukat	
Sentence 1046	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1046	Yosh	O	Young	
Sentence 1046	avlodni	O	generation	
Sentence 1046	tarbiyalash	O	bring up	
Sentence 1046	bo‘yicha	O	according to	
Sentence 1046	nutq	O	speech	
Sentence 1046	so‘zladi	O	spoke	
Sentence 1047	Sog‘liqni	B-PER	Health	
Sentence 1047	saqlash	I-PER	storage	
Sentence 1047	vaziri	E-PER	minister	
Sentence 1047	Davlatyor	B-PER	Stater	
Sentence 1047	Mengliyev	E-PER	Mengliyev	
Sentence 1047	Sog‘liqni	O	Health	
Sentence 1047	saqlash	O	storage	
Sentence 1047	tizimi	O	system	
Sentence 1047	da	O	at	
Sentence 1047	yangi	O	new	
Sentence 1047	islohotlarni	O	reforms	
Sentence 1047	muhokama	O	discussion	
Sentence 1047	qildi	O	did	
Sentence 1048	Boshliq	S-PER	Chief	
Sentence 1048	Huquq	O	Right	
Sentence 1048	va	O	and	
Sentence 1048	adolat	O	justice	
Sentence 1048	forumi	O	forum	
Sentence 1048	ochilishida	O	at the opening	
Sentence 1048	qatnashdi	O	attended	
Sentence 1049	Toshkent	S-LOC	Tashkent	
Sentence 1049	shahar	B-PER	city	
Sentence 1049	hokimi	E-PER	governor	
Sentence 1049	Izzatbek	B-PER	Izzatbek	
Sentence 1049	Azadov	E-PER	Azadov	
Sentence 1049	Shaharsozlik	O	Urban planning	
Sentence 1049	loyihasiga	O	to the project	
Sentence 1049	rahbarlik	O	leadership	
Sentence 1049	qildi	O	did	
Sentence 1050	Namangan	S-LOC	Namangan	
Sentence 1050	viloyati	B-PER	province	
Sentence 1050	hokimi	E-PER	governor	
Sentence 1050	Oybek	B-PER	Oybek	
Sentence 1050	Baxtiyarov	E-PER	Bakhtiyarov	
Sentence 1050	madaniyat	B-LOC	culture	
Sentence 1050	markazi	E-LOC	center	
Sentence 1050	ni	O	the	
Sentence 1050	ziyorat	O	pilgrimage	
Sentence 1050	qildi	O	did	
Sentence 1051	Toshkent	S-LOC	Tashkent	
Sentence 1051	shahar	B-PER	city	
Sentence 1051	prokurori	E-PER	prosecutor	
Sentence 1051	Bahodir	B-PER	It is a price	
Sentence 1051	Ibragimov	E-PER	Ibragimov	
Sentence 1051	Adolatli	O	It's fair	
Sentence 1051	jamiyat	S-PER	society	
Sentence 1051	haqida	O	about	
Sentence 1051	ma’ruza	O	lecture	
Sentence 1051	qildi	O	did	
Sentence 1052	Prezident	S-PER	President	
Sentence 1052	Shavkat	B-PER	Shaukat	
Sentence 1052	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1052	Davlat	B-PER	State	
Sentence 1052	rahbari	E-PER	leader	
Sentence 1052	haqida	O	about	
Sentence 1052	bayonot	O	statement	
Sentence 1052	berdi	O	gave	
Sentence 1053	Urganch	B-LOC	Urganch	
Sentence 1053	shahridagi	E-LOC	in the city	
Sentence 1053	Ilm	B-ORG	Science	
Sentence 1053	fanni	I-ORG	science	
Sentence 1053	moliyalashtirish	I-ORG	financing	
Sentence 1053	va	I-ORG	and	
Sentence 1053	innovatsiyalarni	I-ORG	innovations	
Sentence 1053	qo‘llab	I-ORG	support	
Sentence 1053	quvvatlash	I-ORG	support	
Sentence 1053	jamg‘armasi	E-ORG	fund	
Sentence 1053	vaziri	S-PER	minister	
Sentence 1053	Yoshlar	O	Young people	
Sentence 1053	bilan	O	with	
Sentence 1053	ishlash	O	work	
Sentence 1053	dasturini	O	program	
Sentence 1053	muhokama	O	discussion	
Sentence 1053	qildi	O	did	
Sentence 1054	Buxoro	S-LOC	Bukhara	
Sentence 1054	viloyati	B-PER	province	
Sentence 1054	hokimi	E-PER	governor	
Sentence 1054	Buxoro	S-LOC	Bukhara	
Sentence 1054	festivali	O	festival	
Sentence 1054	ni	O	the	
Sentence 1054	tashkil	O	organize	
Sentence 1054	etdi	O	did	
Sentence 1055	Toshkent	S-LOC	Tashkent	
Sentence 1055	viloyati	B-PER	province	
Sentence 1055	hokimi	E-PER	governor	
Sentence 1055	Shohrux	S-PER	Shah Rukh	
Sentence 1055	Yosh	O	Young	
Sentence 1055	avlodni	O	generation	
Sentence 1055	qo‘llab	O	support	
Sentence 1055	quvvatlash	O	support	
Sentence 1055	loyihasini	O	the project	
Sentence 1055	boshladi	O	started	
Sentence 1056	Sog‘liqni	B-PER	Health	
Sentence 1056	saqlash	I-PER	storage	
Sentence 1056	vaziri	E-PER	minister	
Sentence 1056	Madirimov	S-PER	Madirimov	
Sentence 1056	Davlat	O	State	
Sentence 1056	markaziga	S-LOC	to the center	
Sentence 1056	ziyorat	O	pilgrimage	
Sentence 1056	qildi	O	did	
Sentence 1057	Bosh	B-PER	Chief	
Sentence 1057	vazir	E-PER	minister	
Sentence 1057	Zumrad	S-PER	Emerald	
Sentence 1057	Jinoyatchilikka	O	To crime	
Sentence 1057	qarshi	O	against	
Sentence 1057	kurash	O	struggle	
Sentence 1057	ni	O	the	
Sentence 1057	muhokama	O	discussion	
Sentence 1057	qildi	O	did	
Sentence 1058	Urganch	S-PER	Urganch	
Sentence 1058	shahar	B-PER	city	
Sentence 1058	hokimi	E-PER	governor	
Sentence 1058	Davlatyor	S-PER	Stater	
Sentence 1058	Urganch	B-LOC	Urganch	
Sentence 1058	shaharning	E-LOC	of the city	
Sentence 1058	rivoji	O	development	
Sentence 1058	haqida	O	about	
Sentence 1058	so‘z	O	word	
Sentence 1058	yuritdi	O	walked	
Sentence 1059	Prezident	S-PER	President	
Sentence 1059	Shavkat	B-PER	Shaukat	
Sentence 1059	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1059	Yoshlar	O	Young people	
Sentence 1059	kelajagi	O	the future	
Sentence 1059	dasturiga	O	to the program	
Sentence 1059	e’tibor	O	attention	
Sentence 1059	qaratdi	O	turned	
Sentence 1060	Namangan	S-PER	Namangan	
Sentence 1060	viloyati	B-PER	province	
Sentence 1060	hokimi	E-PER	governor	
Sentence 1060	Shavkat	S-PER	Shaukat	
Sentence 1060	Yoshlar	B-LOC	Young people	
Sentence 1060	markazini	E-LOC	center	
Sentence 1060	ziyorat	O	pilgrimage	
Sentence 1060	qildi	O	did	
Sentence 1061	Toshkent	S-LOC	Tashkent	
Sentence 1061	shahar	B-PER	city	
Sentence 1061	prokurori	E-PER	prosecutor	
Sentence 1061	Bahodir	S-PER	It is a price	
Sentence 1061	Sud	O	Court	
Sentence 1061	huquq	O	right	
Sentence 1061	islohotlari	O	reforms	
Sentence 1061	da	O	at	
Sentence 1061	qatnashdi	O	attended	
Sentence 1062	Adliya	B-PER	Justice	
Sentence 1062	vaziri	E-PER	minister	
Sentence 1062	Azadov	S-PER	Azadov	
Sentence 1062	Ta’limda	O	In education	
Sentence 1062	innovatsiya	O	innovation	
Sentence 1062	dasturini	O	program	
Sentence 1062	boshladi	O	started	
Sentence 1063	Buxoro	S-LOC	Bukhara	
Sentence 1063	viloyati	B-PER	province	
Sentence 1063	hokimi	E-PER	governor	
Sentence 1063	Avazova	S-PER	Avazova	
Sentence 1063	Madaniyat	O	Culture	
Sentence 1063	va	O	and	
Sentence 1063	san’at	O	art	
Sentence 1063	tadbirlarini	O	events	
Sentence 1063	tashkil	O	organize	
Sentence 1063	qildi	O	did	
Sentence 1064	Toshkent	S-LOC	Tashkent	
Sentence 1064	viloyati	B-PER	province	
Sentence 1064	hokimi	E-PER	governor	
Sentence 1064	Baraxnin	S-PER	Barakhnin	
Sentence 1064	Yangi	O	New	
Sentence 1064	loyihalarni	O	projects	
Sentence 1064	qo‘llab	O	support	
Sentence 1064	quvvatlash	O	support	
Sentence 1064	haqida	O	about	
Sentence 1064	so‘z	O	word	
Sentence 1064	yuritdi	O	walked	
Sentence 1065	Sog‘liqni	B-PER	Health	
Sentence 1065	saqlash	I-PER	storage	
Sentence 1065	vaziri	E-PER	minister	
Sentence 1065	Baxtiyarov	S-PER	Bakhtiyarov	
Sentence 1065	O‘zbekiston	S-LOC	Uzbekistan	
Sentence 1065	sog‘ligi	O	health	
Sentence 1065	dasturiga	O	to the program	
Sentence 1065	e’tibor	O	attention	
Sentence 1065	qaratdi	O	turned	
Sentence 1066	Prezident	S-LOC	President	
Sentence 1066	Mirziyoyev	S-PER	Mirziyoyev	
Sentence 1066	Yoshlar	O	Young people	
Sentence 1066	siyosati	O	policy	
Sentence 1066	haqida	O	about	
Sentence 1066	nutq	O	speech	
Sentence 1066	so‘zladi	O	spoke	
Sentence 1067	Bosh	B-PER	Chief	
Sentence 1067	prokuror	E-PER	Prosecutor	
Sentence 1067	Oybek	S-PER	Oybek	
Sentence 1067	Adolat	O	Justice	
Sentence 1067	va	O	and	
Sentence 1067	qonun	O	the law	
Sentence 1067	ustuvorligi	O	priority	
Sentence 1067	ni	O	the	
Sentence 1067	muhokama	O	discussion	
Sentence 1067	qildi	O	did	
Sentence 1068	Toshkent	S-LOC	Tashkent	
Sentence 1068	shahar	B-PER	city	
Sentence 1068	hokimi	E-PER	governor	
Sentence 1068	Eshkulov	S-PER	Eshkulov	
Sentence 1068	Yashil	O	Green	
Sentence 1068	shahar	O	city	
Sentence 1068	loyihasini	O	the project	
Sentence 1068	davom	O	continue	
Sentence 1068	ettirdi	O	made	
Sentence 1069	Namangan	S-LOC	Namangan	
Sentence 1069	viloyati	B-PER	province	
Sentence 1069	hokimi	E-PER	governor	
Sentence 1069	Muxriddin	S-PER	Mukhriddin	
Sentence 1069	Ekologik	O	Ecological	
Sentence 1069	xavfsizlik	O	security	
Sentence 1069	tadbirida	O	at the event	
Sentence 1069	qatnashdi	O	attended	
Sentence 1070	Toshkent	S-LOC	Tashkent	
Sentence 1070	shahar	B-PER	city	
Sentence 1070	prokurori	E-PER	prosecutor	
Sentence 1070	Bahodir	B-PER	It is a price	
Sentence 1070	Ibragimov	E-PER	Ibragimov	
Sentence 1070	Huquqiy	O	Legal	
Sentence 1070	islohotlar	O	reforms	
Sentence 1070	ni	O	the	
Sentence 1070	muhokama	O	discussion	
Sentence 1070	qildi	O	did	
Sentence 1071	Transport	B-PER	Transportation	
Sentence 1071	vaziri	E-PER	minister	
Sentence 1071	Mengliyev	S-PER	Mengliyev	
Sentence 1071	Ta’limda	O	In education	
Sentence 1071	yangi	O	new	
Sentence 1071	texnologiyalar	O	technologies	
Sentence 1071	dasturini	O	program	
Sentence 1071	boshladi	O	started	
Sentence 1072	Buxoro	S-LOC	Bukhara	
Sentence 1072	viloyati	B-PER	province	
Sentence 1072	hokimi	E-PER	governor	
Sentence 1072	Davlatyor	B-PER	Stater	
Sentence 1072	Mengliyev	E-PER	Mengliyev	
Sentence 1072	Turizmni	O	Tourism	
Sentence 1072	rivojlantirish	O	development	
Sentence 1072	loyihasini	O	the project	
Sentence 1072	taqdim	O	present	
Sentence 1072	etdi	O	did	
Sentence 1073	Toshkent	S-LOC	Tashkent	
Sentence 1073	viloyati	B-PER	province	
Sentence 1073	hokimi	E-PER	governor	
Sentence 1073	Muxriddin	B-PER	Mukhriddin	
Sentence 1073	Eshkulov	E-PER	Eshkulov	
Sentence 1073	Yoshlar	B-LOC	Young people	
Sentence 1073	markazini	E-LOC	center	
Sentence 1073	qo‘llab	O	support	
Sentence 1073	quvvatlash	O	support	
Sentence 1073	ni	O	the	
Sentence 1073	e’lon	O	announcement	
Sentence 1073	qildi	O	did	
Sentence 1074	Prezident	S-PER	President	
Sentence 1074	Shavkat	B-PER	Shaukat	
Sentence 1074	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1074	O‘zbekiston	S-LOC	Uzbekistan	
Sentence 1074	yoshlari	O	young people	
Sentence 1074	haqida	O	about	
Sentence 1074	bayonot	O	statement	
Sentence 1074	berdi	O	gave	
Sentence 1075	Sog‘liqni	B-PER	Health	
Sentence 1075	saqlash	I-PER	storage	
Sentence 1075	vaziri	E-PER	minister	
Sentence 1075	Vladimir	B-PER	Vladimir	
Sentence 1075	Baraxnin	E-PER	Barakhnin	
Sentence 1075	Yangi	O	New	
Sentence 1075	madaniyat	B-LOC	culture	
Sentence 1075	markazini	E-LOC	center	
Sentence 1075	ko‘zdan	O	out of sight	
Sentence 1075	kechirdi	O	he forgave	
Sentence 1076	Toshkent	S-LOC	Tashkent	
Sentence 1076	shahar	B-PER	city	
Sentence 1076	hokimi	E-PER	governor	
Sentence 1076	Oybek	B-PER	Oybek	
Sentence 1076	Baxtiyarov	E-PER	Bakhtiyarov	
Sentence 1076	Yashil	O	Green	
Sentence 1076	hududlari	S-LOC	regions	
Sentence 1076	ni	O	the	
Sentence 1076	saqlash	O	storage	
Sentence 1076	loyihasini	O	the project	
Sentence 1076	muhokama	O	discussion	
Sentence 1076	qildi	O	did	
Sentence 1077	Namangan	S-LOC	Namangan	
Sentence 1077	viloyati	B-PER	province	
Sentence 1077	hokimi	E-PER	governor	
Sentence 1077	Zumrad	B-PER	Emerald	
Sentence 1077	Avazova	E-PER	Avazova	
Sentence 1077	Madaniyat	B-LOC	Culture	
Sentence 1077	markazida	E-LOC	in the center	
Sentence 1077	da	O	at	
Sentence 1077	so‘zga	O	to the word	
Sentence 1077	chiqdi	O	came out	
Sentence 1078	Toshkent	S-LOC	Tashkent	
Sentence 1078	shahar	B-PER	city	
Sentence 1078	prokurori	E-PER	prosecutor	
Sentence 1078	Bahodir	B-PER	It is a price	
Sentence 1078	Ibragimov	E-PER	Ibragimov	
Sentence 1078	Jinoyatchilikka	O	To crime	
Sentence 1078	qarshi	O	against	
Sentence 1078	kurash	O	struggle	
Sentence 1078	strategiyasini	O	strategy	
Sentence 1078	muhokama	O	discussion	
Sentence 1078	qildi	O	did	
Sentence 1079	Adliya	B-PER	Justice	
Sentence 1079	vaziri	E-PER	minister	
Sentence 1079	Shohrux	B-PER	Shah Rukh	
Sentence 1079	Madirimov	E-PER	Madirimov	
Sentence 1079	islohotlari	O	reforms	
Sentence 1079	haqida	O	about	
Sentence 1079	so‘z	O	word	
Sentence 1079	yuritdi	O	walked	
Sentence 1080	Buxoro	S-LOC	Bukhara	
Sentence 1080	viloyati	B-PER	province	
Sentence 1080	hokimi	E-PER	governor	
Sentence 1080	Vladimir	B-PER	Vladimir	
Sentence 1080	Baraxnin	E-PER	Barakhnin	
Sentence 1080	Buxoro	S-LOC	Bukhara	
Sentence 1080	tarixiy	O	historical	
Sentence 1080	obidalari	O	monuments	
Sentence 1080	ni	O	the	
Sentence 1080	ziyorat	O	pilgrimage	
Sentence 1080	qildi	O	did	
Sentence 1081	Toshkent	S-LOC	Tashkent	
Sentence 1081	viloyati	B-PER	province	
Sentence 1081	hokimi	E-PER	governor	
Sentence 1081	Oybek	B-PER	Oybek	
Sentence 1081	Baxtiyarov	E-PER	Bakhtiyarov	
Sentence 1081	Yangi	O	New	
Sentence 1081	sanoat	O	industry	
Sentence 1081	korxonalarini	S-ORG	enterprises	
Sentence 1081	rivojlantirishni	O	development	
Sentence 1081	rejalashtirdi	O	planned	
Sentence 1082	Prezident	S-PER	President	
Sentence 1082	Shavkat	B-PER	Shaukat	
Sentence 1082	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1082	Davlat	S-LOC	State	
Sentence 1082	islohotlari	O	reforms	
Sentence 1082	bo‘yicha	O	according to	
Sentence 1082	yig‘ilish	O	meeting	
Sentence 1082	o‘tkazdi	O	spent	
Sentence 1082	va	O	and	
Sentence 1082	unga	O	to him	
Sentence 1082	viloyat	S-LOC	province	
Sentence 1082	korxonalarini	S-ORG	enterprises	
Sentence 1082	rahbarlarini	S-PER	leaders	
Sentence 1082	taklif	O	offer	
Sentence 1082	qildi	O	did	
Sentence 1083	Bosh	B-PER	Chief	
Sentence 1083	prokuror	E-PER	Prosecutor	
Sentence 1083	Izzatbek	B-PER	Izzatbek	
Sentence 1083	Azadov	E-PER	Azadov	
Sentence 1083	Huquqiy	O	Legal	
Sentence 1083	himoya	O	protection	
Sentence 1083	haqida	O	about	
Sentence 1083	so‘z	O	word	
Sentence 1083	yuritdi	O	walked	
Sentence 1084	Toshkent	S-LOC	Tashkent	
Sentence 1084	shahar	B-PER	city	
Sentence 1084	hokimi	E-PER	governor	
Sentence 1084	Muxriddin	B-PER	Mukhriddin	
Sentence 1084	Eshkulov	E-PER	Eshkulov	
Sentence 1084	Yangi	O	New	
Sentence 1084	yil	O	year	
Sentence 1084	shodiyonasi	O	joy	
Sentence 1084	tadbirlarini	O	events	
Sentence 1084	rejalashtirdi	O	planned	
Sentence 1085	Namangan	S-LOC	Namangan	
Sentence 1085	viloyati	B-PER	province	
Sentence 1085	hokimi	E-PER	governor	
Sentence 1085	Eshkulov	S-PER	Eshkulov	
Sentence 1085	Suv	O	Water	
Sentence 1085	resurslari	O	resources	
Sentence 1085	ni	O	the	
Sentence 1085	boshqarish	O	manage	
Sentence 1085	haqida	O	about	
Sentence 1085	ma’ruza	O	lecture	
Sentence 1085	qildi	O	did	
Sentence 1086	Toshkent	S-LOC	Tashkent	
Sentence 1086	shahar	B-PER	city	
Sentence 1086	prokurori	E-PER	prosecutor	
Sentence 1086	Ibragimov	S-PER	Ibragimov	
Sentence 1086	Huquqiy	O	Legal	
Sentence 1086	madaniyatni	O	culture	
Sentence 1086	oshirish	O	increase	
Sentence 1086	bo‘yicha	O	according to	
Sentence 1086	tadbir	O	event	
Sentence 1086	o‘tkazdi	O	spent	
Sentence 1087	Transport	B-PER	Transportation	
Sentence 1087	vaziri	E-PER	minister	
Sentence 1087	Bahodir	S-PER	It is a price	
Sentence 1087	Maktablarda	S-LOC	In schools	
Sentence 1087	ta’lim	O	education	
Sentence 1087	sifatini	O	quality	
Sentence 1087	oshirish	O	increase	
Sentence 1087	haqida	O	about	
Sentence 1087	so‘z	O	word	
Sentence 1087	yuritdi	O	walked	
Sentence 1088	Buxoro	S-LOC	Bukhara	
Sentence 1088	viloyati	B-PER	province	
Sentence 1088	hokimi	E-PER	governor	
Sentence 1088	Azadov	S-PER	Azadov	
Sentence 1088	Turizm	O	Tourism	
Sentence 1088	imkoniyatlari	O	opportunities	
Sentence 1088	ni	O	the	
Sentence 1088	kengaytirish	O	expand	
Sentence 1088	bo‘yicha	O	according to	
Sentence 1088	reja	O	plan	
Sentence 1088	taqdim	O	present	
Sentence 1088	etdi	O	did	
Sentence 1089	Toshkent	S-LOC	Tashkent	
Sentence 1089	viloyati	B-PER	province	
Sentence 1089	hokimi	E-PER	governor	
Sentence 1089	Eshkulov	S-PER	Eshkulov	
Sentence 1089	Qishloq	O	Village	
Sentence 1089	xo‘jaligi	O	farm	
Sentence 1089	rivoji	O	development	
Sentence 1089	ga	O	to	
Sentence 1089	e’tibor	O	attention	
Sentence 1089	qaratdi	O	turned	
Sentence 1090	Prezident	S-PER	President	
Sentence 1090	Shavkat	B-PER	Shaukat	
Sentence 1090	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1090	Yoshlarni	O	Young people	
Sentence 1090	qo‘llab	O	support	
Sentence 1090	quvvatlash	O	support	
Sentence 1090	dasturini	O	program	
Sentence 1090	e’lon	O	announcement	
Sentence 1090	qildi	O	did	
Sentence 1091	Sog‘liqni	B-PER	Health	
Sentence 1091	saqlash	I-PER	storage	
Sentence 1091	vaziri	E-PER	minister	
Sentence 1091	Muxriddin	S-PER	Mukhriddin	
Sentence 1091	Sog‘lom	O	Healthy	
Sentence 1091	turmush	O	marriage	
Sentence 1091	tarzi	O	style	
Sentence 1091	tadbirida	O	at the event	
Sentence 1091	qatnashdi	O	attended	
Sentence 1092	Toshkent	S-LOC	Tashkent	
Sentence 1092	shahar	B-PER	city	
Sentence 1092	hokimi	E-PER	governor	
Sentence 1092	Mengliyev	S-PER	Mengliyev	
Sentence 1092	Shahar	S-LOC	City	
Sentence 1092	infratuzilmasini	O	infrastructure	
Sentence 1092	takomillashtirish	O	improvement	
Sentence 1092	haqida	O	about	
Sentence 1092	so‘z	O	word	
Sentence 1092	yuritdi	O	walked	
Sentence 1093	Namangan	S-LOC	Namangan	
Sentence 1093	viloyati	B-PER	province	
Sentence 1093	hokimi	E-PER	governor	
Sentence 1093	Baraxnin	S-PER	Barakhnin	
Sentence 1093	Yangi	O	New	
Sentence 1093	innovatsion	O	innovative	
Sentence 1093	loyihalar	O	projects	
Sentence 1093	ni	O	the	
Sentence 1093	e’lon	O	announcement	
Sentence 1093	qildi	O	did	
Sentence 1094	Toshkent	S-LOC	Tashkent	
Sentence 1094	shahar	B-PER	city	
Sentence 1094	prokurori	E-PER	prosecutor	
Sentence 1094	Avazova	S-PER	Avazova	
Sentence 1094	Huquqiy	O	Legal	
Sentence 1094	ongni	O	the mind	
Sentence 1094	oshirish	O	increase	
Sentence 1094	haqida	O	about	
Sentence 1094	ma’ruza	O	lecture	
Sentence 1094	qildi	O	did	
Sentence 1095	Adliya	B-PER	Justice	
Sentence 1095	vaziri	E-PER	minister	
Sentence 1095	Izzatbek	S-PER	Izzatbek	
Sentence 1095	Yangi	O	New	
Sentence 1095	avlod	O	generation	
Sentence 1095	o‘quv	O	study	
Sentence 1095	dasturlari	O	programs	
Sentence 1095	ni	O	the	
Sentence 1095	ishlab	O	work	
Sentence 1095	chiqdi	O	came out	
Sentence 1096	Buxoro	S-LOC	Bukhara	
Sentence 1096	viloyati	B-PER	province	
Sentence 1096	hokimi	E-PER	governor	
Sentence 1096	Oybek	B-PER	Oybek	
Sentence 1096	Baxtiyarov	E-PER	Bakhtiyarov	
Sentence 1096	Madaniy	O	Cultural	
Sentence 1096	yodgorliklarni	O	monuments	
Sentence 1096	saqlash	O	storage	
Sentence 1096	bo‘yicha	O	according to	
Sentence 1096	loyiha	O	project	
Sentence 1096	taqdim	O	present	
Sentence 1096	etdi	O	did	
Sentence 1097	Toshkent	S-LOC	Tashkent	
Sentence 1097	viloyati	B-PER	province	
Sentence 1097	hokimi	E-PER	governor	
Sentence 1097	Shohrux	B-PER	Shah Rukh	
Sentence 1097	Madirimov	E-PER	Madirimov	
Sentence 1097	Yoshlar	B-LOC	Young people	
Sentence 1097	markazini	E-LOC	center	
Sentence 1097	ziyorat	O	pilgrimage	
Sentence 1097	qildi	O	did	
Sentence 1098	Prezident	S-PER	President	
Sentence 1098	Shavkat	B-PER	Shaukat	
Sentence 1098	Mirziyoyev	E-PER	Mirziyoyev	
Sentence 1098	Ekologik	O	Ecological	
Sentence 1098	xavfsizlik	O	security	
Sentence 1098	bo‘yicha	O	according to	
Sentence 1098	yig‘ilish	O	meeting	
Sentence 1098	o‘tkazdi	O	spent	
Sentence 1099	Sog‘liqni	B-PER	Health	
Sentence 1099	saqlash	I-PER	storage	
Sentence 1099	vaziri	E-PER	minister	
Sentence 1099	Davlatyor	B-PER	Stater	
Sentence 1099	Mengliyev	E-PER	Mengliyev	
Sentence 1099	yangi	O	new	
Sentence 1099	universitetlarni	S-ORG	universities	
Sentence 1099	ko‘zdan	O	out of sight	
Sentence 1099	kechirdi	O	he forgave	
Sentence 1100	Urganch	S-LOC	Urganch	
Sentence 1100	shahar	B-PER	city	
Sentence 1100	hokimi	E-PER	governor	
Sentence 1100	Vladimir	S-PER	Vladimir	
Sentence 1100	Urganch	B-LOC	Urganch	
Sentence 1100	shaharning	E-LOC	of the city	
Sentence 1100	yangi	O	new	
Sentence 1100	universitetlarni	S-LOC	universities	
Sentence 1100	haqida	O	about	
Sentence 1100	nutq	O	speech	
Sentence 1100	so‘zladi	O	spoke	
Sentence 1101	Namangan	S-LOC	Namangan	
Sentence 1101	viloyati	B-PER	province	
Sentence 1101	hokimi	E-PER	governor	
Sentence 1101	Shavkat	S-PER	Shaukat	
Sentence 1101	Yoshlar	O	Young people	
Sentence 1101	festivali	O	festival	
Sentence 1101	ni	O	the	
Sentence 1101	ochdi	O	opened	
Sentence 1102	Toshkent	S-LOC	Tashkent	
Sentence 1102	shahar	B-PER	city	
Sentence 1102	prokurori	E-PER	prosecutor	
Sentence 1102	Bahodir	B-PER	It is a price	
Sentence 1102	Ibragimov	E-PER	Ibragimov	
Sentence 1102	Jinoyatchilikka	O	To crime	
Sentence 1102	qarshi	O	against	
Sentence 1102	kurash	O	struggle	
Sentence 1102	strategiyasini	O	strategy	
Sentence 1102	ishlab	O	work	
Sentence 1102	chiqdi	O	came out	
Sentence 1103	Oliy	B-PER	High	
Sentence 1103	ta’lim	I-PER	education	
Sentence 1103	fan	I-PER	science	
Sentence 1103	va	I-PER	and	
Sentence 1103	innovatsiyalar	I-PER	innovations	
Sentence 1103	vaziri	E-PER	minister	
Sentence 1103	Davlatyor	B-PER	Stater	
Sentence 1103	Mengliyev	E-PER	Mengliyev	
Sentence 1103	Maktablarda	S-LOC	In schools	
Sentence 1103	ijtimoiy	O	social	
Sentence 1103	faoliyat	O	activity	
Sentence 1103	haqida	O	about	
Sentence 1103	gapirdi	O	spoke	
Sentence 1104	Buxoro	S-LOC	Bukhara	
Sentence 1104	viloyati	B-PER	province	
Sentence 1104	hokimi	E-PER	governor	
Sentence 1104	Davlatyor	S-PER	Stater	
Sentence 1104	Buxoro	S-LOC	Bukhara	
Sentence 1104	rivoji	O	development	
Sentence 1104	haqida	O	about	
Sentence 1104	loyiha	O	project	
Sentence 1104	taqdim	O	present	
Sentence 1104	etdi	O	did	
Sentence 1105	Transport	B-PER	Transportation	
Sentence 1105	vaziri	E-PER	minister	
Sentence 1105	kecha	O	yesterday	
Sentence 1105	Namangan	S-LOC	Namangan	
Sentence 1105	viloyati	S-LOC	province	
Sentence 1105	hokimi	S-PER	governor	
Sentence 1105	bilan	O	with	
Sentence 1105	Namangan	S-LOC	Namangan	
Sentence 1105	shahrini	S-LOC	the city	
Sentence 1105	ko'zdan	O	out of sight	
Sentence 1105	kechirdi	O	he forgave	
Sentence 1106	Adliya	B-PER	Justice	
Sentence 1106	vaziri	E-PER	minister	
Sentence 1106	Bahodir	B-PER	It is a price	
Sentence 1106	Ibragimov	E-PER	Ibragimov	
Sentence 1106	kecha	O	yesterday	
Sentence 1106	Xorazmga	S-LOC	to Khorezm	
Sentence 1106	tashrif	O	visit	
Sentence 1106	buyurdi	O	ordered	
Sentence 1107	Transport	B-PER	Transportation	
Sentence 1107	vaziri	E-PER	minister	
Sentence 1107	Vladimir	B-PER	Vladimir	
Sentence 1107	Xujayev	E-PER	Khujayev	
Sentence 1107	Xorazmga	S-LOC	to Khorezm	
Sentence 1107	tashrif	O	visit	
Sentence 1107	qildi	O	did	
Sentence 1108	Toshkent	S-LOC	Tashkent	
Sentence 1108	viloyati	S-LOC	province	
Sentence 1108	hokimi	S-PER	governor	
Sentence 1108	Davlatyor	B-PER	Stater	
Sentence 1108	Mengliyev	E-PER	Mengliyev	
Sentence 1108	viloyat	O	province	
Sentence 1108	Yoshlar	B-LOC	Young people	
Sentence 1108	markaziga	E-LOC	to the center	
Sentence 1108	tashrif	O	visit	
Sentence 1108	buyurdi	O	ordered	
Sentence 1109	Oliy	B-ORG	High	
Sentence 1109	ta’lim	I-ORG	education	
